level,word,quiz_sentence
4,rebuttal,The <blank> had left no room for doubt.
4,rebuttal,His <blank> had been the highlight of the debate.
4,rebuttal,The <blank> had been anticipated.
4,rebuttal,She had written a point-by-point <blank>.
4,rebuttal,The <blank> had silenced the critics.
4,recalcitrant,The <blank> pupil had been sent to the head.
4,recalcitrant,She had been forced to deal with the <blank> member.
4,recalcitrant,His <blank> behaviour had tried the patience of everyone.
4,recalcitrant,The <blank> horse had refused the jump.
4,recalcitrant,She had found the <blank> child impossible to manage.
4,recalcitrant,The <blank> minority had blocked the vote.
4,recalcitrant,His <blank> attitude had been noted.
4,recalcitrant,The <blank> prisoner had been placed in isolation.
4,recalcitrant,She had tried every approach with the <blank> patient.
4,recalcitrant,The <blank> engine had refused to start.
4,receptacle,The <blank> had been placed by the door.
4,receptacle,She had emptied the <blank> into the bin.
4,receptacle,His <blank> had been a battered tin box.
4,receptacle,The <blank> had been labelled clearly.
4,receptacle,She had used the vase as a <blank> for the flowers.
4,receptacle,The <blank> had been too small for the waste.
4,receptacle,His <blank> had been found in the attic.
4,receptacle,The <blank> had been sealed for transport.
4,receptacle,She had chosen a <blank> that would not leak.
4,receptacle,The <blank> had been the only one available.
4,receptive,She had found the audience <blank> to her ideas.
4,receptive,The <blank> soil had been well prepared.
4,receptive,His <blank> mind had absorbed every detail.
4,receptive,The <blank> mood had been encouraging.
4,receptive,She had been <blank> to the suggestion from the start.
4,receptive,The <blank> market had welcomed the new product.
4,receptive,His <blank> attitude had made the training easy.
4,receptive,The <blank> silence had invited her to continue.
4,receptive,She had hoped they would be <blank>.
4,receptive,The <blank> audience had asked thoughtful questions.
4,reclusive,The <blank> writer had refused every interview.
4,reclusive,She had become increasingly <blank> in her old age.
4,reclusive,His <blank> lifestyle had been the subject of speculation.
4,reclusive,The <blank> millionaire had left his fortune to charity.
4,reclusive,She had lived a <blank> life in the mountains.
4,reclusive,The <blank> neighbour had been seen only at night.
4,reclusive,His <blank> habits had been formed after the scandal.
4,reclusive,The <blank> poet had published nothing for twenty years.
4,reclusive,She had been <blank> since the death of her husband.
4,reclusive,The <blank> existence had suited him.
4,recuperate,She had gone to the coast to <blank>.
4,recuperate,The <blank> period had been longer than expected.
4,recuperate,His <blank> had been slow but steady.
4,recuperate,The <blank> soldier had been sent home.
4,recuperate,She had needed time to <blank> from the operation.
4,recuperate,The <blank> leave had been approved.
4,recuperate,His <blank> had been interrupted by a relapse.
4,recuperate,The <blank> patient had been moved to a quieter ward.
4,recuperate,She had <blank>d fully by the spring.
4,recuperate,The <blank> had been complete.
4,redemption,The <blank> of the voucher had been refused.
4,redemption,She had found <blank> in helping others.
4,redemption,His <blank> had been the theme of his memoir.
4,redemption,The <blank> had been hard-won.
4,redemption,She had sought <blank> for her past mistakes.
4,redemption,The <blank> of the debt had been delayed.
4,redemption,His <blank> had been accepted by the community.
4,redemption,The <blank> had been the climax of the film.
4,redemption,She had written about the possibility of <blank>.
4,redemption,The <blank> had been total.
4,redundant,The <blank> worker had been given six months' notice.
4,redundant,She had found the <blank> phrase irritating.
4,redundant,His <blank> role had been abolished in the restructure.
4,redundant,The <blank> information had been cut from the report.
4,redundant,She had been made <blank> after twenty years.
4,redundant,The <blank> system had been a backup.
4,redundant,His <blank> remarks had added nothing.
4,redundant,The <blank> capacity had been sold off.
4,redundant,She had tried to avoid <blank> language.
4,redundant,The <blank> had been voluntary for some.
4,reflective,The <blank> surface had shown her face clearly.
4,reflective,She had been in a <blank> mood that evening.
4,reflective,His <blank> silence had been mistaken for indifference.
4,reflective,The <blank> strip had been added to the jacket.
4,reflective,She had written a <blank> essay on the subject.
4,reflective,The <blank> glass had doubled the light.
4,reflective,His <blank> nature had made him a good counsellor.
4,reflective,The <blank> pause had been welcome.
4,reflective,She had been <blank> about her own part in the affair.
4,reflective,The <blank> quality of the water had been striking.
4,reinvigorate,The new manager had <blank>d the team.
4,reinvigorate,She had tried to <blank> the failing campaign.
4,reinvigorate,His speech had <blank>d the conference.
4,reinvigorate,The <blank> plan had been approved.
4,reinvigorate,She had hoped the break would <blank> her.
4,reinvigorate,The <blank> effect had been immediate.
4,reinvigorate,His appointment had <blank>d the department.
4,reinvigorate,The <blank> programme had been a success.
4,reinvigorate,She had <blank>d the old recipe with new spices.
4,reinvigorate,The <blank> had been the aim of the reform.
4,relatively,The <blank> small crowd had been disappointing.
4,relatively,She had been <blank> unknown before the award.
4,relatively,His <blank> youth had been held against him.
4,relatively,The <blank> short journey had taken an hour.
4,relatively,She had found the task <blank> easy.
4,relatively,The <blank> minor issue had been blown out of proportion.
4,relatively,His <blank> inexperience had been obvious.
4,relatively,The <blank> calm of the market had been reassuring.
4,relatively,She had been <blank> happy with the result.
4,relatively,The <blank> few who had stayed had been rewarded.
4,relinquish,She had refused to <blank> her claim.
4,relinquish,The <blank> of power had been voluntary.
4,relinquish,His <blank> of the title had surprised everyone.
4,relinquish,The <blank> had been signed that morning.
4,relinquish,She had been forced to <blank> her hold on the company.
4,relinquish,The <blank> of the territory had been negotiated.
4,relinquish,His <blank> of the prize had been gracious.
4,relinquish,The <blank> had been reluctant.
4,relinquish,She had <blank>ed her seat to the elderly passenger.
4,relinquish,The <blank> had been the condition of the deal.
4,reluctant,She had been <blank> to commit herself.
4,reluctant,The <blank> witness had been subpoenaed.
4,reluctant,His <blank> agreement had been noted.
4,reluctant,The <blank> hero had saved the day in the end.
4,reluctant,She had given a <blank> nod and had left.
4,reluctant,The <blank> volunteer had been the only one.
4,reluctant,His <blank> participation had been secured at last.
4,reluctant,The <blank> admission had been dragged from him.
4,reluctant,She had been <blank> to believe the news.
4,reluctant,The <blank> smile had been genuine nonetheless.
4,reminiscent,The <blank> scene had brought tears to her eyes.
4,reminiscent,She had found the style <blank> of an earlier period.
4,reminiscent,His <blank> tone had suggested he was thinking of the past.
4,reminiscent,The <blank> smell had taken her back to childhood.
4,reminiscent,She had written a <blank> account of the war.
4,reminiscent,The <blank> quality of the light had been striking.
4,reminiscent,His <blank> mood had been infectious.
4,reminiscent,The <blank> melody had been from an old song.
4,reminiscent,She had been <blank> of her grandmother.
4,reminiscent,The <blank> atmosphere had been deliberate.
4,repentant,The <blank> sinner had been welcomed back.
4,repentant,She had been <blank> and had asked for forgiveness.
4,repentant,His <blank> letter had been read to the court.
4,repentant,The <blank> tone had been genuine.
4,repentant,She had appeared <blank> at the hearing.
4,repentant,The <blank> criminal had been given a second chance.
4,repentant,His <blank> tears had moved the jury.
4,repentant,The <blank> mood had lasted for days.
4,repentant,She had been <blank> but too late.
4,repentant,The <blank> had been accepted.
4,repercussions,The <blank> had been felt for years.
4,repercussions,She had warned of the <blank> of the decision.
4,repercussions,His <blank> had been the loss of his job.
4,repercussions,The <blank> had been political as well as economic.
4,repercussions,She had considered the <blank> before acting.
4,repercussions,The <blank> had been unintended.
4,repercussions,His <blank> had been severe.
4,repercussions,The <blank> had been discussed in the cabinet.
4,repercussions,She had tried to minimise the <blank>.
4,repercussions,The <blank> had been immediate.
4,reprehensible,The <blank> behaviour had been condemned by all.
4,reprehensible,She had found his conduct <blank>.
4,reprehensible,His <blank> neglect had been documented.
4,reprehensible,The <blank> decision had been reversed.
4,reprehensible,She had described the attack as <blank>.
4,reprehensible,The <blank> practice had been banned.
4,reprehensible,His <blank> remarks had been withdrawn.
4,reprehensible,The <blank> nature of the crime had been stressed.
4,reprehensible,She had been shocked by the <blank> conditions.
4,reprehensible,The <blank> act had been captured on film.
4,repugnant,The <blank> smell had driven them from the room.
4,repugnant,She had found the idea <blank>.
4,repugnant,His <blank> views had been widely condemned.
4,repugnant,The <blank> task had fallen to the junior.
4,repugnant,She had found the proposal <blank> to every principle she held.
4,repugnant,The <blank> sight had been on the front page.
4,repugnant,His <blank> behaviour had been reported.
4,repugnant,The <blank> nature of the deal had been obvious.
4,repugnant,She had declared the contract <blank>.
4,repugnant,The <blank> odour had come from the drain.
4,repulsive,The <blank> creature had been found in the pond.
4,repulsive,She had found his manner <blank>.
4,repulsive,His <blank> behaviour had driven everyone away.
4,repulsive,The <blank> force had pushed the magnets apart.
4,repulsive,She had described the scene as <blank>.
4,repulsive,The <blank> smell had filled the corridor.
4,repulsive,His <blank> personality had been the subject of the article.
4,repulsive,The <blank> sight had made her turn away.
4,repulsive,She had found the idea <blank>.
4,repulsive,The <blank> nature of the crime had shocked the nation.
4,resilience,The <blank> of the community had been remarkable.
4,resilience,She had shown great <blank> in the face of adversity.
4,resilience,His <blank> had been tested to the limit.
4,resilience,The <blank> of the material had been proven.
4,resilience,She had written about the <blank> of the human spirit.
4,resilience,The <blank> had been the theme of her speech.
4,resilience,His <blank> had been an example to others.
4,resilience,The <blank> of the economy had surprised the experts.
4,resilience,She had admired the <blank> of the survivors.
4,resilience,The <blank> had been built up over years.
4,resonant,The <blank> voice had filled the hall.
4,resonant,She had found the theme <blank> with her own experience.
4,resonant,His <blank> words had stayed with her.
4,resonant,The <blank> chord had hung in the air.
4,resonant,She had written a <blank> passage about loss.
4,resonant,The <blank> frequency had been measured.
4,resonant,His <blank> laugh had echoed in the corridor.
4,resonant,The <blank> message had been repeated everywhere.
4,resonant,She had chosen the <blank> phrase deliberately.
4,resonant,The <blank> note had been struck at the end.
4,resplendent,The <blank> queen had entered to a fanfare.
4,resplendent,She had looked <blank> in her wedding dress.
4,resplendent,His <blank> uniform had been covered in medals.
4,resplendent,The <blank> display had been the highlight of the show.
4,resplendent,She had been <blank> in red and gold.
4,resplendent,The <blank> palace had been lit by a thousand candles.
4,resplendent,His <blank> appearance had been noted by all.
4,resplendent,The <blank> sunset had filled the sky.
4,resplendent,She had made an <blank> entrance.
4,resplendent,The <blank> beauty of the garden had taken her breath away.
4,responsibility,The <blank> had weighed heavily on him.
4,responsibility,She had accepted full <blank> for the error.
4,responsibility,His <blank> had been to guard the gate.
4,responsibility,The <blank> had been delegated to the deputy.
4,responsibility,She had taken <blank> for the project.
4,responsibility,The <blank> had been shared among the team.
4,responsibility,His <blank> had been to inform the family.
4,responsibility,The <blank> had been acknowledged at last.
4,responsibility,She had felt the <blank> keenly.
4,responsibility,The <blank> had been too much for one person.
4,reticent,The <blank> witness had said little under oath.
4,reticent,She had been <blank> about her past.
4,reticent,His <blank> manner had been mistaken for coldness.
4,reticent,The <blank> response had been a shrug.
4,reticent,She had been <blank> on the subject of her family.
4,reticent,The <blank> child had spoken only when spoken to.
4,reticent,His <blank> nature had made him hard to know.
4,reticent,The <blank> approval had been enough.
4,reticent,She had been <blank> but not unfriendly.
4,reticent,The <blank> silence had been comfortable.
4,reverence,The <blank> of the crowd had been palpable.
4,reverence,She had spoken of him with <blank>.
4,reverence,His <blank> for the law had been absolute.
4,reverence,The <blank> had been paid at the shrine.
4,reverence,She had felt a deep <blank> for the place.
4,reverence,The <blank> had been traditional in the family.
4,reverence,His <blank> had been evident in his voice.
4,reverence,The <blank> had been tinged with fear.
4,reverence,She had bowed her head in <blank>.
4,reverence,The <blank> had been the theme of the service.
4,reverent,The <blank> silence had followed the prayer.
4,reverent,She had spoken in a <blank> tone.
4,reverent,His <blank> attitude had been noted.
4,reverent,The <blank> crowd had knelt as one.
4,reverent,She had been <blank> in the presence of the relic.
4,reverent,The <blank> hush had fallen over the hall.
4,reverent,His <blank> treatment of the text had been praised.
4,reverent,The <blank> atmosphere had been maintained throughout.
4,reverent,She had written a <blank> biography.
4,reverent,The <blank> respect had been mutual.
4,rhetorical,The <blank> question had been meant to silence her.
4,rhetorical,She had used <blank> devices throughout the speech.
4,rhetorical,His <blank> flourish had been the climax of the address.
4,rhetorical,The <blank> style had been taught at the academy.
4,rhetorical,She had asked a <blank> question and had moved on.
4,rhetorical,The <blank> effect had been powerful.
4,rhetorical,His <blank> skill had been legendary.
4,rhetorical,The <blank> tone had been unmistakable.
4,rhetorical,She had employed <blank> strategies to win the debate.
4,rhetorical,The <blank> device had been the repetition of the phrase.
4,rudimentary,The <blank> shelter had kept them dry.
4,rudimentary,She had only a <blank> grasp of the language.
4,rudimentary,His <blank> skills had been enough for the job.
4,rudimentary,The <blank> equipment had been all they could afford.
4,rudimentary,She had received a <blank> education.
4,rudimentary,The <blank> drawing had been pinned to the wall.
4,rudimentary,His <blank> understanding had been corrected.
4,rudimentary,The <blank> facilities had been criticised.
4,rudimentary,She had made a <blank> attempt at repair.
4,rudimentary,The <blank> nature of the system had been obvious.
4,sagacious,The <blank> old man had been consulted by many.
4,sagacious,She had made a <blank> investment that had paid off.
4,sagacious,His <blank> advice had been sought by the king.
4,sagacious,The <blank> decision had been vindicated by events.
4,sagacious,She had been praised for her <blank> leadership.
4,sagacious,The <blank> owl had been the symbol of the school.
4,sagacious,His <blank> remark had cut through the confusion.
4,sagacious,The <blank> choice had been the right one.
4,sagacious,She had shown <blank> judgment throughout.
4,sagacious,The <blank> counsel had been heeded.
4,sanctimonious,The <blank> tone had put her off.
4,sanctimonious,She had been irritated by his <blank> manner.
4,sanctimonious,His <blank> sermon had been the subject of mockery.
4,sanctimonious,The <blank> expression had been hard to bear.
4,sanctimonious,She had found the <blank> piety false.
4,sanctimonious,The <blank> attitude had been noted.
4,sanctimonious,His <blank> disapproval had been obvious.
4,sanctimonious,The <blank> air had been unconvincing.
4,sanctimonious,She had been accused of <blank> behaviour.
4,sanctimonious,The <blank> speech had been met with silence.
4,sanction,The <blank> had been imposed by the UN.
4,sanction,She had refused to <blank> the use of force.
4,sanction,His <blank> had been the approval of the board.
4,sanction,The <blank> had been lifted after the agreement.
4,sanction,She had given her <blank> to the plan.
4,sanction,The <blank> had been economic and diplomatic.
4,sanction,His <blank> had been necessary for the project to proceed.
4,sanction,The <blank> had been widely flouted.
4,sanction,She had sought the <blank> of the committee.
4,sanction,The <blank> had been the last resort.
4,sanctity,The <blank> of the oath had been stressed.
4,sanctity,She had spoken of the <blank> of human life.
4,sanctity,His <blank> had been the sanctity of the contract.
4,sanctity,The <blank> of the temple had been violated.
4,sanctity,She had defended the <blank> of marriage.
4,sanctity,The <blank> of the site had been respected.
4,sanctity,His <blank> had been the sanctity of the home.
4,sanctity,The <blank> had been invoked in the debate.
4,sanctity,She had felt the <blank> of the place.
4,sanctity,The <blank> had been restored.
4,sanctuary,The <blank> had been granted to the refugees.
4,sanctuary,She had sought <blank> in the church.
4,sanctuary,His <blank> had been the garden at the back.
4,sanctuary,The <blank> had been overrun by the army.
4,sanctuary,She had found <blank> in the old house.
4,sanctuary,The <blank> had been a haven for wildlife.
4,sanctuary,His <blank> had been violated by the press.
4,sanctuary,The <blank> had been declared a century ago.
4,sanctuary,She had turned the shed into a <blank>.
4,sanctuary,The <blank> had been the only safe place.
4,satisfying,The <blank> result had made the effort worthwhile.
4,satisfying,She had found the work <blank> if poorly paid.
4,satisfying,His <blank> win had been celebrated late into the night.
4,satisfying,The <blank> crunch of the apple had been refreshing.
4,satisfying,She had described the experience as deeply <blank>.
4,satisfying,The <blank> conclusion had tied up every loose end.
4,satisfying,His <blank> reply had silenced the critic.
4,satisfying,The <blank> meal had been the highlight of the trip.
4,satisfying,She had found the outcome <blank>.
4,satisfying,The <blank> feeling had stayed with her for days.
4,scarcity,The <blank> of water had forced rationing.
4,scarcity,She had written about the <blank> of resources.
4,scarcity,His <blank> had been the scarcity of evidence.
4,scarcity,The <blank> had driven up prices.
4,scarcity,She had noted the <blank> of qualified staff.
4,scarcity,The <blank> had been artificial
4,scarcity,His <blank> had been the scarcity of time.
4,scarcity,The <blank> had been the subject of the report.
4,scarcity,She had lived through years of <blank>.
4,scarcity,The <blank> had been acute in the north.
4,sceptical,The <blank> audience had demanded proof.
4,sceptical,She had been <blank> from the start.
4,sceptical,His <blank> tone had been obvious.
4,sceptical,The <blank> response had been expected.
4,sceptical,She had raised a <blank> eyebrow at the claim.
4,sceptical,The <blank> press had questioned every figure.
4,sceptical,His <blank> nature had been formed by experience.
4,sceptical,The <blank> view had been widely held.
4,sceptical,She had remained <blank> until she had seen the data.
4,sceptical,The <blank> reception had been discouraging.
4,scholastic,The <blank> achievement had been recognised with a prize.
4,scholastic,She had pursued <blank> excellence throughout her youth.
4,scholastic,His <blank> record had been impeccable.
4,scholastic,The <blank> tradition had been centuries old.
4,scholastic,She had returned to <blank> life after the war.
4,scholastic,The <blank> debate had been lively.
4,scholastic,His <blank> interests had been narrow but deep.
4,scholastic,The <blank> year had been extended.
4,scholastic,She had written in a <blank> style.
4,scholastic,The <blank> distinction had been hard-won.
4,scintillating,The <blank> performance had brought the house down.
4,scintillating,She had given a <blank> speech at the dinner.
4,scintillating,His <blank> wit had entertained the table.
4,scintillating,The <blank> conversation had lasted until dawn.
4,scintillating,She had been in <blank> form that evening.
4,scintillating,The <blank> display had been the talk of the town.
4,scintillating,His <blank> repartee had been noted.
4,scintillating,The <blank> light had danced on the water.
4,scintillating,She had written a <blank> review.
4,scintillating,The <blank> quality had been undeniable.
4,scrupulous,The <blank> accountant had found the error.
4,scrupulous,She had been <blank> in her research.
4,scrupulous,His <blank> attention to detail had been legendary.
4,scrupulous,The <blank> care had been evident in every line.
4,scrupulous,She had kept <blank> records.
4,scrupulous,The <blank> honesty had been refreshing.
4,scrupulous,His <blank> fairness had been acknowledged by both sides.
4,scrupulous,The <blank> observance of the rules had been noted.
4,scrupulous,She had been <blank> about declaring her interest.
4,scrupulous,The <blank> approach had taken longer but had been worth it.
4,scrutinise,The committee had decided to <blank> the accounts.
4,scrutinise,She had <blank>d every line of the contract.
4,scrutinise,His <blank> of the evidence had been thorough.
4,scrutinise,The <blank> had revealed several anomalies.
4,scrutinise,She had been asked to <blank> the proposal.
4,scrutinise,The <blank> had taken three days.
4,scrutinise,His <blank> of the document had been careful.
4,scrutinise,The <blank> had been ordered by the court.
4,scrutinise,She had <blank>d his face for a reaction.
4,scrutinise,The <blank> had found nothing wrong.
4,scrutinize,The committee had decided to <blank> the accounts.
4,scrutinize,She had <blank>d every line of the contract.
4,scrutinize,His <blank> of the evidence had been thorough.
4,scrutinize,The <blank> had revealed several anomalies.
4,scrutinize,She had been asked to <blank> the proposal.
4,scrutinize,The <blank> had taken three days.
4,scrutinize,His <blank> of the document had been careful.
4,scrutinize,The <blank> had been ordered by the court.
4,scrutinize,She had <blank>d his face for a reaction.
4,scrutinize,The <blank> had found nothing wrong.
4,scurrilous,The <blank> attack had been widely condemned.
4,scurrilous,She had been shocked by the <blank> rumours.
4,scurrilous,His <blank> pamphlet had been burned.
4,scurrilous,The <blank> article had been retracted.
4,scurrilous,She had sued over the <blank> allegations.
4,scurrilous,The <blank> campaign had backfired.
4,scurrilous,His <blank> humour had offended many.
4,scurrilous,The <blank> nature of the piece had been noted.
4,scurrilous,She had refused to respond to <blank> gossip.
4,scurrilous,The <blank> tone had been beneath contempt.
4,seclusion,She had sought <blank> in the mountains.
4,seclusion,The <blank> of the cottage had appealed to him.
4,seclusion,His <blank> had been broken by a visitor.
4,seclusion,The <blank> had been good for her work.
4,seclusion,She had lived in <blank> for a decade.
4,seclusion,The <blank> of the island had been its main attraction.
4,seclusion,His <blank> had been self-imposed.
4,seclusion,The <blank> had been disturbed by the press.
4,seclusion,She had valued the <blank> of the early morning.
4,seclusion,The <blank> had been peaceful.
4,sedentary,The <blank> job had taken a toll on his health.
4,sedentary,She had warned against a <blank> lifestyle.
4,sedentary,His <blank> habits had been the subject of the doctor's lecture.
4,sedentary,The <blank> population had been urged to exercise.
4,sedentary,She had found the <blank> work dull.
4,sedentary,The <blank> existence had suited him.
4,sedentary,His <blank> occupation had been accountancy.
4,sedentary,The <blank> tribe had lived in the valley for centuries.
4,sedentary,She had tried to break her <blank> routine.
4,sedentary,The <blank> nature of the role had been made clear.
4,self-deprecating,The <blank> humour had charmed the audience.
4,self-deprecating,She had made a <blank> remark about her cooking.
4,self-deprecating,His <blank> manner had hidden his confidence.
4,self-deprecating,The <blank> tone had been typical of her.
4,self-deprecating,She had been <blank> about her achievements.
4,self-deprecating,The <blank> joke had broken the ice.
4,self-deprecating,His <blank> wit had been endearing.
4,self-deprecating,The <blank> comment had been meant to put others at ease.
4,self-deprecating,She had used <blank> humour throughout the speech.
4,self-deprecating,The <blank> style had been refreshing.
4,self-effacing,The <blank> servant had been the real hero.
4,self-effacing,She had been characteristically <blank> about her role.
4,self-effacing,His <blank> manner had hidden a fierce ambition.
4,self-effacing,The <blank> tribute had moved the crowd.
4,self-effacing,She had remained <blank> despite her success.
4,self-effacing,The <blank> style had been typical of the generation.
4,self-effacing,His <blank> modesty had been genuine.
4,self-effacing,The <blank> gesture had been appreciated.
4,self-effacing,She had written a <blank> introduction.
4,self-effacing,The <blank> nature of the contribution had been noted.
4,self-righteous,The <blank> tone had put her off.
4,self-righteous,She had been irritated by his <blank> attitude.
4,self-righteous,His <blank> sermon had been the last straw.
4,self-righteous,The <blank> letter had been left unanswered.
4,self-righteous,She had found the <blank> stance hard to bear.
4,self-righteous,The <blank> indignation had been misplaced.
4,self-righteous,His <blank> certainty had been infuriating.
4,self-righteous,The <blank> response had been predictable.
4,self-righteous,She had been accused of <blank> behaviour.
4,self-righteous,The <blank> tone had been unmistakable.
4,serendipity,The <blank> of the meeting had changed her life.
4,serendipity,She had put the discovery down to <blank>.
4,serendipity,His <blank> had been the chance encounter in the street.
4,serendipity,The <blank> had been pure.
4,serendipity,She had written about the role of <blank> in science.
4,serendipity,The <blank> had led to the breakthrough.
4,serendipity,His <blank> had been the wrong train that had taken him to the right place.
4,serendipity,The <blank> had been celebrated in the memoir.
4,serendipity,She had relied on <blank> more than once.
4,serendipity,The <blank> had been the best part of the trip.
4,serenity,The <blank> of the garden had calmed her.
4,serenity,She had sought <blank> in meditation.
4,serenity,His <blank> had been disturbed by the news.
4,serenity,The <blank> of the lake had been perfect.
4,serenity,She had found <blank> at last in the countryside.
4,serenity,The <blank> had been broken by a shout.
4,serenity,His <blank> had been legendary.
4,serenity,The <blank> of the scene had moved her to tears.
4,serenity,She had written of the <blank> of the monastery.
4,serenity,The <blank> had been short-lived.
4,severity,The <blank> of the sentence had been criticised.
4,severity,She had been shocked by the <blank> of the storm.
4,severity,His <blank> had been the result of the fever.
4,severity,The <blank> of the winter had been unprecedented.
4,severity,She had underestimated the <blank> of the illness.
4,severity,The <blank> of the punishment had been debated.
4,severity,His <blank> had been noted by the doctor.
4,severity,The <blank> of the crack had been assessed.
4,severity,She had been taken aback by the <blank> of his tone.
4,severity,The <blank> had been reduced on appeal.
4,significant,The <blank> finding had been published in the journal.
4,significant,She had made a <blank> contribution to the field.
4,significant,His <blank> other had been at the party.
4,significant,The <blank> increase had been welcomed.
4,significant,She had noted the <blank> absence of the chairman.
4,significant,The <blank> change had been the new clause.
4,significant,His <blank> look had said it all.
4,significant,The <blank> majority had voted in favour.
4,significant,She had found the difference <blank>.
4,significant,The <blank> moment had been captured on film.
4,silhouette,The <blank> had been visible against the sky.
4,silhouette,She had seen his <blank> in the doorway.
4,silhouette,His <blank> had been familiar even from a distance.
4,silhouette,The <blank> of the castle had dominated the hill.
4,silhouette,She had drawn the <blank> in charcoal.
4,silhouette,The <blank> had been striking.
4,silhouette,His <blank> had moved across the blind.
4,silhouette,The <blank> had been the work of a master.
4,silhouette,She had recognised the <blank> at once.
4,silhouette,The <blank> had been etched against the sunset.
4,solemnity,The <blank> of the occasion had been marked.
4,solemnity,She had been struck by the <blank> of the ceremony.
4,solemnity,His <blank> had been appropriate to the moment.
4,solemnity,The <blank> had been broken by a child's laugh.
4,solemnity,She had maintained the <blank> throughout.
4,solemnity,The <blank> of the oath had been stressed.
4,solemnity,His <blank> had been noted by the congregation.
4,solemnity,The <blank> had been fitting.
4,solemnity,She had felt the <blank> of the place.
4,solemnity,The <blank> had been preserved to the end.
4,sophisticated,The <blank> system had been years in the making.
4,sophisticated,She had been a <blank> woman of the world.
4,sophisticated,His <blank> taste had been expensive to satisfy.
4,sophisticated,The <blank> argument had been hard to follow.
4,sophisticated,She had found the <blank> palate refreshing.
4,sophisticated,The <blank> equipment had been imported.
4,sophisticated,His <blank> manner had impressed the board.
4,sophisticated,The <blank> design had won awards.
4,sophisticated,She had given a <blank> analysis of the problem.
4,sophisticated,The <blank> audience had appreciated the nuance.
4,spendthrift,The <blank> heir had run through the fortune.
4,spendthrift,She had been accused of <blank> ways.
4,spendthrift,His <blank> habits had worried his wife.
4,spendthrift,The <blank> government had been voted out.
4,spendthrift,She had married a <blank> and had paid the price.
4,spendthrift,The <blank> son had been cut from the will.
4,spendthrift,His <blank> nature had been the family joke.
4,spendthrift,The <blank> spending had been criticised.
4,spendthrift,She had tried to reform the <blank>.
4,spendthrift,The <blank> had been declared bankrupt.
4,spontaneity,The <blank> of the performance had been its charm.
4,spontaneity,She had valued <blank> above rehearsal.
4,spontaneity,His <blank> had been refreshing.
4,spontaneity,The <blank> had been lost in the second take.
4,spontaneity,She had encouraged <blank> in the class.
4,spontaneity,The <blank> of the moment had carried them away.
4,spontaneity,His <blank> had sometimes got him into trouble.
4,spontaneity,The <blank> had been genuine.
4,spontaneity,She had written about the death of <blank> in modern life.
4,spontaneity,The <blank> had been the best part of the trip.
4,spontaneous,The <blank> applause had filled the hall.
4,spontaneous,She had made a <blank> offer to help.
4,spontaneous,His <blank> reaction had been captured on camera.
4,spontaneous,The <blank> combustion had been investigated.
4,spontaneous,She had been <blank> and had said yes at once.
4,spontaneous,The <blank> decision had been the right one.
4,spontaneous,His <blank> generosity had been noted.
4,spontaneous,The <blank> outburst had shocked the room.
4,spontaneous,She had given a <blank> speech.
4,spontaneous,The <blank> laughter had been infectious.
4,spoonerism,The <blank> had reduced the class to giggles.
4,spoonerism,She had made a <blank> by accident.
4,spoonerism,His <blank> had been 'a well-boiled icicle.'
4,spoonerism,The <blank> had been the highlight of the speech.
4,spoonerism,She had collected <blank>s for years.
4,spoonerism,The <blank> had been intentional this time.
4,spoonerism,His <blank> had lightened the mood.
4,spoonerism,The <blank> had been quoted in the paper.
4,spoonerism,She had explained the <blank> to the foreign guests.
4,spoonerism,The <blank> had become a catchphrase.
4,stereotype,The <blank> had been challenged in the film.
4,stereotype,She had been angry at the <blank> of her country.
4,stereotype,His <blank> had been the absent-minded professor.
4,stereotype,The <blank> had been reinforced by the media.
4,stereotype,She had refused to conform to the <blank>.
4,stereotype,The <blank> had been the subject of her thesis.
4,stereotype,His <blank> had been the tough detective.
4,stereotype,The <blank> had been harmful
4,stereotype,She had tried to break the <blank>.
4,stereotype,The <blank> had been lazy and offensive.
4,stimulating,The <blank> discussion had lasted for hours.
4,stimulating,She had found the course <blank> and demanding.
4,stimulating,His <blank> company had been a highlight of the trip.
4,stimulating,The <blank> effect of the drug had been noted.
4,stimulating,She had written a <blank> article on the subject.
4,stimulating,The <blank> environment had brought out the best in her.
4,stimulating,His <blank> ideas had inspired the team.
4,stimulating,The <blank> conversation had continued into the night.
4,stimulating,She had found the debate <blank>.
4,stimulating,The <blank> atmosphere had been electric.
4,stipulatory,The <blank> clause had been added at the last minute.
4,stipulatory,She had insisted on <blank> conditions.
4,stipulatory,His <blank> requirements had been met.
4,stipulatory,The <blank> terms had been agreed.
4,stipulatory,She had signed the <blank> agreement.
4,stipulatory,The <blank> obligation had been clear.
4,stipulatory,His <blank> demand had been for immediate payment.
4,stipulatory,The <blank> nature of the contract had been stressed.
4,stipulatory,She had included a <blank> provision.
4,stipulatory,The <blank> had been standard.
4,stupidity,The <blank> of the plan had been obvious to all.
4,stupidity,She had been furious at his <blank>.
4,stupidity,His <blank> had cost them the match.
4,stupidity,The <blank> had been breathtaking.
4,stupidity,She had refused to reward <blank>.
4,stupidity,The <blank> of the remark had been noted.
4,stupidity,His <blank> had been the subject of the inquiry.
4,stupidity,The <blank> had been wilful
4,stupidity,She had written about the <blank> of the age.
4,stupidity,The <blank> had been inexcusable.
4,subordinate,The <blank> clause had been misplaced.
